title,author,date,link,push_count
Re: [情報] 日盛網銀約定轉帳終身免手續費改成99次！,sunflier,2/03,https://www.ptt.cc/bbs/Bank_Service/M.1675427836.A.4C4.html,9
[問題] 無卡提款有能以百元為單位的嗎,Greedguilty,2/03,https://www.ptt.cc/bbs/Bank_Service/M.1675430503.A.EE5.html,21
Re: [問題] 花旗合併後的全球速匯選擇(續）,s82237823,2/04,https://www.ptt.cc/bbs/Bank_Service/M.1675466808.A.18E.html,10
[心得] 聯徵九查開戶+約定帳戶心得,temu2015,2/04,https://www.ptt.cc/bbs/Bank_Service/M.1675495526.A.CD3.html,11
[問題] 壽險扣款帳戶是否能更換銀行？,AudiBank,2/04,https://www.ptt.cc/bbs/Bank_Service/M.1675502157.A.B65.html,7
[新聞] 華銀領航數位 成立金融科技部,ykkdc,2/04,https://www.ptt.cc/bbs/Bank_Service/M.1675509519.A.E1D.html,19
Re: [問題] 花旗合併後的全球速匯選擇(續）,tenboguang,2/04,https://www.ptt.cc/bbs/Bank_Service/M.1675513609.A.CFF.html,10
[問題] 玉山銀行開戶,alex781127,2/05,https://www.ptt.cc/bbs/Bank_Service/M.1675566208.A.0AE.html,
[新聞] 網絡借貸險成人頭戶｜文一警銀阻詐成功,charles0939,2/05,https://www.ptt.cc/bbs/Bank_Service/M.1675570163.A.9EE.html,
[新聞] 台中女被詐騙卻誣指網銀遭駭 網路爆料找,lianpig5566,2/05,https://www.ptt.cc/bbs/Bank_Service/M.1675582358.A.71A.html,29
中信銀滿18歲臨櫃開戶疑問,unifatair,2/05,https://www.ptt.cc/bbs/Bank_Service/M.1675604747.A.DE3.html,21
[情報] 26歲以上國泰新開證券戶 原帳戶子帳戶最高享5萬6%三個月,Kazamatsuri,2/06,https://www.ptt.cc/bbs/Bank_Service/M.1675623840.A.BEC.html,29
[問題] Richart能開小查罐是對應各不同證券戶嗎?,shadow210390,2/06,https://www.ptt.cc/bbs/Bank_Service/M.1675649171.A.D86.html,8
[問題] 網購虛擬帳號的幾個問題,MAXQb,2/06,https://www.ptt.cc/bbs/Bank_Service/M.1675681130.A.E32.html,2
[問題] 新光OU ACH失敗？,enjoyfredom,2/06,https://www.ptt.cc/bbs/Bank_Service/M.1675685364.A.275.html,4
[問題] 想請問台中銀atm跨行領款時的訊息,davider,2/06,https://www.ptt.cc/bbs/Bank_Service/M.1675685893.A.677.html,2
[情報] 凱基美元高利定存 最高4.8％,s12e43w,2/07,https://www.ptt.cc/bbs/Bank_Service/M.1675701462.A.8E7.html,20
[心得] 合庫數位帳戶VISA金融卡（附卡面）,ngchiho1102,2/07,https://www.ptt.cc/bbs/Bank_Service/M.1675735038.A.153.html,12
[心得] 彰銀e財寶悠遊VD/陽信悠遊VD(附卡面）,ngchiho1102,2/07,https://www.ptt.cc/bbs/Bank_Service/M.1675741301.A.B2D.html,11
Re: [分享] 上海銀行112年~6月30日數帳活存1.825,lbill,2/07,https://www.ptt.cc/bbs/Bank_Service/M.1675745879.A.4A3.html,6
[討論] 華南銀行臨櫃約定帳戶不能設定手機號碼,jinzong,2/08,https://www.ptt.cc/bbs/Bank_Service/M.1675834649.A.8CC.html,16
Re: [問題] 銀行可以拒絕幫存戶做一年期定存嗎?,daisukiryo,2/08,https://www.ptt.cc/bbs/Bank_Service/M.1675863079.A.F13.html,7
Re: [新聞] 詐騙囚禁案嫌被輕放 金管會提4大措施嚴正澄清,ykkdc,2/08,https://www.ptt.cc/bbs/Bank_Service/M.1675866487.A.D70.html,5
[新聞] 陽信銀行10多名客戶網銀遭鎖住 疑離職員工惡搞,ykkdc,2/08,https://www.ptt.cc/bbs/Bank_Service/M.1675869367.A.E33.html,7
[問題] 永豐大戶轉帳失敗,unixxxx,2/09,https://www.ptt.cc/bbs/Bank_Service/M.1675876230.A.76D.html,9
Re: [情報] 渣打美利四射美金活存年息最高加碼4.28,GoodQ,2/09,https://www.ptt.cc/bbs/Bank_Service/M.1675908102.A.BF2.html,2
[情報] 新光銀行OU樂透彩活動,ht90077,2/09,https://www.ptt.cc/bbs/Bank_Service/M.1675909603.A.5BA.html,47
[情報] 中華郵政開辦Google Pay服務 提升行動支,temu2015,2/09,https://www.ptt.cc/bbs/Bank_Service/M.1675926284.A.687.html,16
[問題] 想問現在使用數位帳戶的人多嗎？,YangJoe,2/09,https://www.ptt.cc/bbs/Bank_Service/M.1675931123.A.160.html,8
[問題] 樂天新戶、街口會員,LYH5566,2/09,https://www.ptt.cc/bbs/Bank_Service/M.1675945547.A.B48.html,1
[新聞] 台銀襄理監守自盜八千萬養小三 判刑8年6月,ykkdc,2/09,https://www.ptt.cc/bbs/Bank_Service/M.1675948036.A.BEE.html,20
聯邦NewNew的數位戶金融卡的簽帳功能,fromnowon,2/10,https://www.ptt.cc/bbs/Bank_Service/M.1675989753.A.638.html,7
[問題] 永豐大戶網銀出現錯誤訊息,abcalmighty,2/10,https://www.ptt.cc/bbs/Bank_Service/M.1675995460.A.1DE.html,6
[問題] 請問本金利息一併轉期...?,rolyshow,2/10,https://www.ptt.cc/bbs/Bank_Service/M.1676022319.A.27A.html,9
[新聞] 土銀行員盜領315萬 向北檢自首遭起訴,ykkdc,2/11,https://www.ptt.cc/bbs/Bank_Service/M.1676085330.A.C70.html,14
[新聞] 學者：通膨短期回升 央行應不會升息,ykkdc,2/11,https://www.ptt.cc/bbs/Bank_Service/M.1676086373.A.4AC.html,16
[情報]喜歡看籃球的注意!免費看魔獸打球機會來了,whraf,2/11,https://www.ptt.cc/bbs/Bank_Service/M.1676095371.A.BB0.html,
[討論] 樂天網銀超級VIP,baby79080000,2/12,https://www.ptt.cc/bbs/Bank_Service/M.1676168452.A.3B9.html,36
[問題] 支票退票 註記問題,Lyxxxxxxx,2/12,https://www.ptt.cc/bbs/Bank_Service/M.1676212726.A.201.html,5
[情報] 台銀第三類數位存款帳戶開放權限升級,ryanlei,2/14,https://www.ptt.cc/bbs/Bank_Service/M.1676360302.A.43E.html,4
[心得] 遠銀Bankee線上約定他人帳號經驗分享,jefflin555,2/14,https://www.ptt.cc/bbs/Bank_Service/M.1676373928.A.C8D.html,5
Fw: [閒聊] 聯徵中心公布112年初違規銀行名單,ShiFatOtaku,2/14,https://www.ptt.cc/bbs/Bank_Service/M.1676381388.A.159.html,23
[問題] 商行需要開立銀行戶頭嗎?,kam17789,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676423533.A.4CD.html,2
[問題] 永豐日本提款問題,nickya,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676431563.A.369.html,9
[閒聊] 國泰新版電子對帳單無備註,carpkuo,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676440321.A.6F2.html,5
[問題] 請問New New Bank的申請速度,YangJoe,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676454970.A.A07.html,23
[問題] 中國信託網銀海外匯款設定,yoshilin,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676463010.A.C9D.html,5
[新聞] 普發現金近2.5萬台ATM可領 要輸入2卡號,ykkdc,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676468235.A.CE7.html,7
[新聞] 三家純網銀賣基金 金管會准了,ykkdc,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676470458.A.BEE.html,15
Re: [情報] 國泰網路銀行停止線上新增約定帳號功能,BlueBird5566,2/15,https://www.ptt.cc/bbs/Bank_Service/M.1676475594.A.213.html,27
[問題] 去中國信託領錢有新鈔嗎？,baby79080000,2/16,https://www.ptt.cc/bbs/Bank_Service/M.1676477431.A.5C6.html,5
[問題] 無法直接用手機轉帳,silenthillwu,2/16,https://www.ptt.cc/bbs/Bank_Service/M.1676520100.A.9A1.html,6
[問題] 臺銀約定帳號轉入樂天,LYH5566,2/16,https://www.ptt.cc/bbs/Bank_Service/M.1676539958.A.1CC.html,9
Re: [問題] 臺銀約定帳號轉入樂天,gwendeck,2/16,https://www.ptt.cc/bbs/Bank_Service/M.1676549153.A.B0B.html,6
"Re: [情報] 月進百金是王道,送500",operatorm,2/17,https://www.ptt.cc/bbs/Bank_Service/M.1676600654.A.E72.html,8
[心得] 星展開戶失敗記,kashima228,2/17,https://www.ptt.cc/bbs/Bank_Service/M.1676615095.A.7DA.html,57
[問題] 600萬左右 定存活存?,defy3,2/18,https://www.ptt.cc/bbs/Bank_Service/M.1676690637.A.BA7.html,20
[問題] 西聯信用卡匯款,ricky800822,2/18,https://www.ptt.cc/bbs/Bank_Service/M.1676701378.A.113.html,1
[心得] 國泰Koko銷戶,jack168168tw,2/18,https://www.ptt.cc/bbs/Bank_Service/M.1676716305.A.C90.html,32
[問題] IB買的公司債想轉回台灣持有,Latte7,2/18,https://www.ptt.cc/bbs/Bank_Service/M.1676720883.A.CEE.html,
[心得] 華南銀行sny加開+金融卡延遲寄送,nicholastung,2/19,https://www.ptt.cc/bbs/Bank_Service/M.1676804671.A.789.html,40
Re: [情報] 國泰世華 ATM玩世足 享回饋 跨行提/存抽,targa123,2/19,https://www.ptt.cc/bbs/Bank_Service/M.1676815316.A.0C7.html,36
[閒聊] 華南銀行網銀非約定轉帳一個月可轉310萬,jefflin555,2/20,https://www.ptt.cc/bbs/Bank_Service/M.1676834852.A.55F.html,16
[情報] 兆豐銀行保管箱3/1漲價,peterkan,2/20,https://www.ptt.cc/bbs/Bank_Service/M.1676867565.A.624.html,4
Re: [情報] 統一證券增量禮+王道銀新戶 最高100,Roronoa5566,2/20,https://www.ptt.cc/bbs/Bank_Service/M.1676867968.A.65C.html,17
[情報] 渣打『財兔給利』新台幣活存舊戶最高1.7%,ArYon,2/21,https://www.ptt.cc/bbs/Bank_Service/M.1676961659.A.182.html,15
Re: [情報] 台新銀行 Richart Mastercard悠遊金融卡,temu2015,2/22,https://www.ptt.cc/bbs/Bank_Service/M.1677069408.A.C66.html,
[問題] 雙重國籍註銷帳戶及開戶問題,mia20031226,2/22,https://www.ptt.cc/bbs/Bank_Service/M.1677077852.A.F5F.html,14
[問題] Richart 跨轉提的計算問題？,targa123,2/23,https://www.ptt.cc/bbs/Bank_Service/M.1677114452.A.EC5.html,3
Re: [問題] Richart 跨轉提的計算問題？,tourism1003,2/23,https://www.ptt.cc/bbs/Bank_Service/M.1677116048.A.ABF.html,11
[問題] 有機會用國外薪水申請台灣信貸嗎?,naticom,2/24,https://www.ptt.cc/bbs/Bank_Service/M.1677217033.A.40F.html,5
Re: [心得]  月底營業日/日曆日 區分,style05,2/24,https://www.ptt.cc/bbs/Bank_Service/M.1677229035.A.73F.html,14
"Re: [情報] 112年Q1,匯豐卓越VD5%",operatorm,2/24,https://www.ptt.cc/bbs/Bank_Service/M.1677245575.A.92A.html,4
[情報] 合庫網銀改版啦~~,yuenru,2/25,https://www.ptt.cc/bbs/Bank_Service/M.1677303437.A.B6A.html,3
[情報] 將來銀行 一年1.6%定存專案,sukimq,2/25,https://www.ptt.cc/bbs/Bank_Service/M.1677309445.A.0A3.html,17
[閒聊] 王道在南京東路開新分行,prussian,2/25,https://www.ptt.cc/bbs/Bank_Service/M.1677322659.A.DAA.html,7
Re: [討論] HSBC Premier 匯豐開戶問題,tenboguang,2/25,https://www.ptt.cc/bbs/Bank_Service/M.1677324655.A.7CC.html,10
[問題] 日盛WEB ATM,a00rz,2/27,https://www.ptt.cc/bbs/Bank_Service/M.1677483413.A.1C7.html,4
[討論] 零錢存款機,peterkan,2/27,https://www.ptt.cc/bbs/Bank_Service/M.1677492215.A.3DF.html,31
[問題] 刷卡機推薦,galoop1204,2/28,https://www.ptt.cc/bbs/Bank_Service/M.1677561849.A.9DD.html,2
[問題] 請問HSBC US收簡訊的問題,jonathanyen,2/28,https://www.ptt.cc/bbs/Bank_Service/M.1677584049.A.ACE.html,14
[新聞] 開數位帳戶被打槍 半數是新成年人,charles0939,3/01,https://www.ptt.cc/bbs/Bank_Service/M.1677631143.A.794.html,16
[閒聊] 將來銀行將將卡刷保費 & 客服神奇的回應,pt66,3/01,https://www.ptt.cc/bbs/Bank_Service/M.1677660119.A.9EF.html,9
Re: [情報] 台新銀行 Richart Mastercard悠遊金融卡,NTUeasyIn,3/01,https://www.ptt.cc/bbs/Bank_Service/M.1677664370.A.399.html,11
[情報] 各行庫線上約定轉入帳戶概況一覽,jefflin555,3/02,https://www.ptt.cc/bbs/Bank_Service/M.1677691264.A.22C.html,82
[問題] 國泰臨櫃開戶,acbba,3/02,https://www.ptt.cc/bbs/Bank_Service/M.1677733856.A.C9D.html,8
[情報] 凱基WebATM終止服務公告,jefflin555,3/03,https://www.ptt.cc/bbs/Bank_Service/M.1677772836.A.992.html,10
[新聞] 本月是否升息 楊金龍：看CPI,ykkdc,3/03,https://www.ptt.cc/bbs/Bank_Service/M.1677811135.A.133.html,16
[問題] 外幣買賣匯差問題,a3225737,3/04,https://www.ptt.cc/bbs/Bank_Service/M.1677899955.A.440.html,5
[問題] 還有哪家銀行發行凸字卡片？,MEOWWW,3/04,https://www.ptt.cc/bbs/Bank_Service/M.1677933567.A.1AB.html,9
Re: [問題] 還有哪家銀行發行凸字卡片？,Kazamatsuri,3/04,https://www.ptt.cc/bbs/Bank_Service/M.1677945401.A.8F6.html,17
[問題] 去日本用金融卡提領日幣手續費,baby79080000,3/05,https://www.ptt.cc/bbs/Bank_Service/M.1677952225.A.FB5.html,21
Re: [新聞] 開數位帳戶被打槍 半數是新成年人,ImHoluCan,3/05,https://www.ptt.cc/bbs/Bank_Service/M.1678007826.A.586.html,12
[情報] 王道快閃優惠整理,graceelinn,3/05,https://www.ptt.cc/bbs/Bank_Service/M.1678021599.A.474.html,42
Re: [問題] 華南銀行sny轉一般戶後申請簽帳金融卡,KLJSDJ,3/06,https://www.ptt.cc/bbs/Bank_Service/M.1678033466.A.E0C.html,4
[問題] 有推薦的美金活存嗎,clubbox,3/06,https://www.ptt.cc/bbs/Bank_Service/M.1678035493.A.23A.html,X1
[問題] 如何知道匯入款項帳號,ujmrfv,3/06,https://www.ptt.cc/bbs/Bank_Service/M.1678044271.A.22B.html,3
[問題] 憑銀行留存照片和簽名重設卡片密碼？,dimyluck,3/06,https://www.ptt.cc/bbs/Bank_Service/M.1678079395.A.91B.html,14
Re: [情報] 新光銀行OU樂透彩活動 (彩券少給),f7504261,3/06,https://www.ptt.cc/bbs/Bank_Service/M.1678092946.A.624.html,15
[問題] 一銀新辦網銀查不到明細,caserchen,3/07,https://www.ptt.cc/bbs/Bank_Service/M.1678118948.A.FD1.html,4
[問題] WISE帳戶，無法使用信用卡付款,wyc906,3/07,https://www.ptt.cc/bbs/Bank_Service/M.1678150164.A.B1C.html,6
[問題] 外國人開戶推哪間,queena1218,3/07,https://www.ptt.cc/bbs/Bank_Service/M.1678156197.A.2AB.html,24
[新聞] 銀行阻詐 7月建模納入風控,ykkdc,3/07,https://www.ptt.cc/bbs/Bank_Service/M.1678202031.A.0EB.html,3
[新聞] 史上最大科技放寬 銀行最快9月上公共雲,ykkdc,3/07,https://www.ptt.cc/bbs/Bank_Service/M.1678203754.A.678.html,14
[閒聊] KOKO 免費跨轉週期疑似改為交易日,jafacc,3/08,https://www.ptt.cc/bbs/Bank_Service/M.1678217534.A.D8E.html,5
[問題] 臨櫃提款可以要求領新鈔嗎？,opcomtt,3/08,https://www.ptt.cc/bbs/Bank_Service/M.1678271429.A.5D9.html,17
[問題] 登入手機銀行一定會要發email通知嗎？,natyshow,3/09,https://www.ptt.cc/bbs/Bank_Service/M.1678330015.A.331.html,25
[問題] 華南snY簽帳金融卡可綁臺灣pay嗎,vivino329,3/09,https://www.ptt.cc/bbs/Bank_Service/M.1678331726.A.97C.html,16
Re: [新聞] 本月是否升息 楊金龍：看CPI,ykkdc,3/09,https://www.ptt.cc/bbs/Bank_Service/M.1678344287.A.FEB.html,3
Re: [情報] 華泰SA帳戶 將於112/4/1起大幅縮減優惠,TZUYIC,3/09,https://www.ptt.cc/bbs/Bank_Service/M.1678351091.A.546.html,20
[新聞] 花旗銀行前理專違法幫客戶代操慘賠3千萬,BNYMellon,3/10,https://www.ptt.cc/bbs/Bank_Service/M.1678396667.A.147.html,5
華南sny及台灣pay問題,gehog,3/10,https://www.ptt.cc/bbs/Bank_Service/M.1678410236.A.7AE.html,1
Re: 華南sny及台灣pay問題,tourism1003,3/10,https://www.ptt.cc/bbs/Bank_Service/M.1678412982.A.3FA.html,2
[新聞] 矽谷銀行關閉 在聯邦控管下所有分行13日,medama,3/11,https://www.ptt.cc/bbs/Bank_Service/M.1678480809.A.D30.html,7
Re: [討論] 境外獎金如何匯入台灣？,apexstart,3/11,https://www.ptt.cc/bbs/Bank_Service/M.1678523544.A.09F.html,4
Re: [新聞] 矽谷銀行關閉 在聯邦控管下所有分行13日,isaacc,3/12,https://www.ptt.cc/bbs/Bank_Service/M.1678604501.A.280.html,3
Re: [新聞] 矽谷銀行關閉 在聯邦控管下所有分行13日,lihohsin,3/12,https://www.ptt.cc/bbs/Bank_Service/M.1678607528.A.480.html,9
Re: [新聞] 矽谷銀行關閉 在聯邦控管下所有分行13日,KINMENKING,3/12,https://www.ptt.cc/bbs/Bank_Service/M.1678610165.A.D37.html,
[問題] 如果發生擠兌實體鈔票夠領嗎,thugf,3/12,https://www.ptt.cc/bbs/Bank_Service/M.1678617356.A.335.html,21
[問題] 關於銀行存款300萬保障,baby79080000,3/12,https://www.ptt.cc/bbs/Bank_Service/M.1678620203.A.CD0.html,
[閒聊] 會如何保存數位帳戶的帳戶明細,pulato16,3/12,https://www.ptt.cc/bbs/Bank_Service/M.1678627127.A.6D4.html,14
Re: [閒聊] 會如何保存數位帳戶的帳戶明細,tourism1003,3/12,https://www.ptt.cc/bbs/Bank_Service/M.1678628419.A.3DA.html,7
Fw: [新聞] 矽谷銀行倒閉 王美花：對台灣影響不大,empliu,3/13,https://www.ptt.cc/bbs/Bank_Service/M.1678678795.A.A0A.html,15
[情報] Richart Gogoro 6%購車定存,t6780,3/13,https://www.ptt.cc/bbs/Bank_Service/M.1678695525.A.612.html,9
[新聞] 野村率先預測Fed 3月降息、暫停QT,rtwodtwo,3/14,https://www.ptt.cc/bbs/Bank_Service/M.1678775821.A.26D.html,5
[問題] 請教「網路轉帳」擠兌對銀行的影響,thugf,3/14,https://www.ptt.cc/bbs/Bank_Service/M.1678792432.A.8DE.html,9
[情報] 永豐旺兔 手機門號轉帳最高回饋50元,deersummer,3/14,https://www.ptt.cc/bbs/Bank_Service/M.1678793929.A.56D.html,19
"[情報] 4/1合併後,富邦白金會員與日盛HCE跨轉免說明",operatorm,3/14,https://www.ptt.cc/bbs/Bank_Service/M.1678800700.A.D61.html,4
Re: [情報] 26歲以上國泰新開證券戶 原帳戶子帳戶最高享5萬6%三個月,aljust12,3/14,https://www.ptt.cc/bbs/Bank_Service/M.1678804599.A.D1A.html,10
[情報] 普發6000存將來 抽6萬N點,CCahNan,3/15,https://www.ptt.cc/bbs/Bank_Service/M.1678850206.A.C72.html,38
[訪談] 銀行產品訪談 $1500~2500/135分鐘,Tror1,3/15,https://www.ptt.cc/bbs/Bank_Service/M.1678851189.A.F87.html,
[閒聊] 大家都有解完新光的任務嗎?,smy9876,3/15,https://www.ptt.cc/bbs/Bank_Service/M.1678855221.A.E37.html,8
[心得] HSBC US開戶成功,jenny0904,3/15,https://www.ptt.cc/bbs/Bank_Service/M.1678892646.A.E5C.html,15
[閒聊] 一銀粉獅幣都怎麼用,s6733014,3/16,https://www.ptt.cc/bbs/Bank_Service/M.1678960200.A.849.html,17
[新聞] 把「普發6000元」放大又享加碼！銀行業：,hugos,3/16,https://www.ptt.cc/bbs/Bank_Service/M.1678961032.A.834.html,19
Re: [情報] iLEO 掃碼支付台灣Pay抽紅利點數,operatorm,3/17,https://www.ptt.cc/bbs/Bank_Service/M.1679022632.A.EA6.html,10
[問題] 請問有人收過業務的電子郵件嗎？,YangJoe,3/17,https://www.ptt.cc/bbs/Bank_Service/M.1679031346.A.8F1.html,7
[問題] 香港投資者識別碼制度郵件,tony604064,3/17,https://www.ptt.cc/bbs/Bank_Service/M.1679049093.A.6B1.html,1
[閒聊] 台企銀網銀的交易密碼是不是沒用了？,nbalook,3/18,https://www.ptt.cc/bbs/Bank_Service/M.1679135476.A.629.html,
[閒聊] 西聯掛掉,Balderston,3/18,https://www.ptt.cc/bbs/Bank_Service/M.1679146733.A.C5D.html,
Re: [討論] 零錢存款機,alista,3/18,https://www.ptt.cc/bbs/Bank_Service/M.1679152700.A.831.html,18
[問題] 中國信託Myway點數換openpoint更新時間,Shauds,3/19,https://www.ptt.cc/bbs/Bank_Service/M.1679213546.A.273.html,13
[問題] 富邦線上預約開戶,y0972048403,3/20,https://www.ptt.cc/bbs/Bank_Service/M.1679272208.A.7E6.html,5
[新聞] 玉山銀行加入普發現金ATM提領 ATM普及率破8成,ykkdc,3/20,https://www.ptt.cc/bbs/Bank_Service/M.1679309434.A.2D5.html,10
[情報] 永豐「活元甲」外幣活存(9.9%)增量優惠!,futureq,3/20,https://www.ptt.cc/bbs/Bank_Service/M.1679310619.A.EB5.html,14
[問題] 聯邦金融卡要多久才會寄出,BobYang1214,3/21,https://www.ptt.cc/bbs/Bank_Service/M.1679370882.A.BC2.html,20
[情報] 台新ATM跨轉提5筆以上每筆4台新點 Q2繼續有,Kazamatsuri,3/21,https://www.ptt.cc/bbs/Bank_Service/M.1679376612.A.DB0.html,19
[閒聊] 有沒有將將卡刷卡過一個月才跳通知的八卦,MarcW,3/21,https://www.ptt.cc/bbs/Bank_Service/M.1679381386.A.F95.html,3
[問題] 中信my way新戶繳費10%,ming1119,3/21,https://www.ptt.cc/bbs/Bank_Service/M.1679396550.A.015.html,1
Re: [情報] 新光銀行OU數位帳戶抽紅包,Go2,3/21,https://www.ptt.cc/bbs/Bank_Service/M.1679408211.A.48E.html,22
[問題] 被沒往來的單位查信用資料,enjoyyou,3/22,https://www.ptt.cc/bbs/Bank_Service/M.1679448406.A.062.html,21
[情報] 4/1-4/30 (分眾？)「臺銀外幣數位存款優惠回LINE拿」活動,Kazamatsuri,3/22,https://www.ptt.cc/bbs/Bank_Service/M.1679464277.A.B3F.html,1
[閒聊] 永豐大戶利息計算,sin70,3/22,https://www.ptt.cc/bbs/Bank_Service/M.1679487053.A.6DC.html,22
[情報] 陽信銀行 Sunny Pay 最高享600元回饋,horusli,3/22,https://www.ptt.cc/bbs/Bank_Service/M.1679487232.A.877.html,58
Fw: [請益] 電匯到嘉信錢不見了,a3556959,3/23,https://www.ptt.cc/bbs/Bank_Service/M.1679507793.A.73F.html,3
[閒聊] 每月21日發利息的銀行,operatorm,3/23,https://www.ptt.cc/bbs/Bank_Service/M.1679541489.A.1EB.html,37
[新聞] 連5升！央行宣布升息半碼 重貼現率達1.87,charles0939,3/23,https://www.ptt.cc/bbs/Bank_Service/M.1679560018.A.471.html,42
Re: [情報] 台企銀112年~6月30日台幣數帳優惠活動,operatorm,3/23,https://www.ptt.cc/bbs/Bank_Service/M.1679567549.A.2FB.html,28
[問題] 日幣現金該存銀行嗎？,sunkyu1124,3/24,https://www.ptt.cc/bbs/Bank_Service/M.1679623498.A.468.html,21
[問題] 非約定轉帳每月高額度的銀行,KLJSDJ,3/24,https://www.ptt.cc/bbs/Bank_Service/M.1679624057.A.4D0.html,12
[情報] 遠東數位存款帳戶(不含Bankee帳戶)活動,sin70,3/24,https://www.ptt.cc/bbs/Bank_Service/M.1679625869.A.9E1.html,30
[情報] 臺銀自112年3月27日起調整新臺幣存款利率,sin70,3/24,https://www.ptt.cc/bbs/Bank_Service/M.1679649310.A.F14.html,40
Re: [情報] 臺銀自112年3月27日起調整新臺幣存款利率,jefflin555,3/24,https://www.ptt.cc/bbs/Bank_Service/M.1679660485.A.A3C.html,5
[情報] 土銀調整牌告利率自112年3月27日起實施,sin70,3/25,https://www.ptt.cc/bbs/Bank_Service/M.1679717876.A.044.html,16
瑞士法郎電匯回台,s07y06,3/25,https://www.ptt.cc/bbs/Bank_Service/M.1679736930.A.35F.html,7
[情報] 華南sny首刷禮(1月開戶)延長至6月底?,justid,3/25,https://www.ptt.cc/bbs/Bank_Service/M.1679745626.A.C24.html,12
[問題] 有銀行封條的錢磚,ComfortPTT,3/26,https://www.ptt.cc/bbs/Bank_Service/M.1679836018.A.D51.html,27
[問題] 遠東銀行-全速匯,p1234891,3/27,https://www.ptt.cc/bbs/Bank_Service/M.1679891202.A.FF7.html,8
Re: [問題] 有銀行封條的錢磚,sosdanny,3/27,https://www.ptt.cc/bbs/Bank_Service/M.1679893496.A.6BF.html,3
